,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
256,25466970,Genetic research at a fivefold children's burial from medieval Berlin,"Rothe J, Melisch C, Powers N, Geppert M, Zander J, Purps J, Spors B, Nagy M.",Forensic Sci Int Genet. 2015 Mar;15:90-7. doi: 10.1016/j.fsigen.2014.10.022. Epub 2014 Nov 8.,Rothe J,Forensic Sci Int Genet,2015,2014/12/04,,,10.1016/j.fsigen.2014.10.022
257,37227995,Reply: Implications of the Lack of Physicians of Color in the Shortage of Pediatric Ophthalmologists,"Lee KE, Sussberg JA, Nelson LB, Thuma TBT.",J Pediatr Ophthalmol Strabismus. 2023 May;60(3):226-227. doi: 10.3928/01913913-20230427-01. Epub 2023 May 1.,Lee KE,J Pediatr Ophthalmol Strabismus,2023,2023/05/25,,,10.3928/01913913-20230427-01
258,8956526,The association of tooth lead content with dental health factors,"Gil F, Facio A, Villanueva E, Pérez ML, Tojo R, Gil A.",Sci Total Environ. 1996 Dec 2;192(2):183-91. doi: 10.1016/s0048-9697(96)05313-2.,Gil F,Sci Total Environ,1996,1996/12/02,,,10.1016/s0048-9697(96)05313-2
259,24746920,Development of a Spanish language fertility educational brochure for pediatric oncology families,"Murphy D, Kashal P, Quinn GP, Sawczyn KK, Termuhlen AM.",J Pediatr Adolesc Gynecol. 2014 Aug;27(4):202-9. doi: 10.1016/j.jpag.2013.10.004. Epub 2014 Apr 18.,Murphy D,J Pediatr Adolesc Gynecol,2014,2014/04/22,,,10.1016/j.jpag.2013.10.004
260,8587808,Power doppler sonography: basic principles and clinical applications in children,"Babcock DS, Patriquin H, LaFortune M, Dauzat M.",Pediatr Radiol. 1996;26(2):109-15. doi: 10.1007/BF01372087.,Babcock DS,Pediatr Radiol,1996,1996/01/01,,,10.1007/BF01372087
261,31452950,The motivational effect of multicolored dental restoration on dental behavior of first preliminary school children,"Melebari LA, Attas SE, Arafa A.",Clin Exp Dent Res. 2019 Jun 19;5(4):398-405. doi: 10.1002/cre2.194. eCollection 2019 Aug.,Melebari LA,Clin Exp Dent Res,2019,2019/08/28,PMC6704034,,10.1002/cre2.194
262,32599104,Certified food dyes in over the counter medicines and supplements marketed for children and pregnant women,"Lehmkuhler AL, Miller MD, Bradman A, Castroina R, Mitchell AE.",Food Chem Toxicol. 2020 Sep;143:111499. doi: 10.1016/j.fct.2020.111499. Epub 2020 Jun 27.,Lehmkuhler AL,Food Chem Toxicol,2020,2020/06/30,,,10.1016/j.fct.2020.111499
263,28819683,An iPhone application using a novel stool color detection algorithm for biliary atresia screening,"Hoshino E, Hayashi K, Suzuki M, Obatake M, Urayama KY, Nakano S, Taura Y, Nio M, Takahashi O.",Pediatr Surg Int. 2017 Oct;33(10):1115-1121. doi: 10.1007/s00383-017-4146-8. Epub 2017 Aug 17.,Hoshino E,Pediatr Surg Int,2017,2017/08/19,,,10.1007/s00383-017-4146-8
264,25500052,"Dermoscopic ""setting sun"" pattern of juvenile xanthogranuloma","Pretel M, Irarrazaval I, Lera M, Aguado L, Idoate MA.",J Am Acad Dermatol. 2015 Jan;72(1 Suppl):S73-5. doi: 10.1016/j.jaad.2014.09.042.,Pretel M,J Am Acad Dermatol,2015,2014/12/16,,,10.1016/j.jaad.2014.09.042
265,26431062,The Role of Inhibitory Control in the Hospitalization of Children with Severe Psychiatric Disorders,"Kavanaugh BC, Dupont-Frechette JA, Tellock PP, Maher ID, Haisley LD, Holler KA.",Clin Neuropsychol. 2015;29(6):847-62. doi: 10.1080/13854046.2015.1093174. Epub 2015 Oct 2.,Kavanaugh BC,Clin Neuropsychol,2015,2015/10/03,,,10.1080/13854046.2015.1093174
266,20554259,"Use of a pediatrician toolkit to address parental perception of children's weight status, nutrition, and activity behaviors","Perrin EM, Jacobson Vann JC, Benjamin JT, Skinner AC, Wegner S, Ammerman AS.",Acad Pediatr. 2010 Jul-Aug;10(4):274-81. doi: 10.1016/j.acap.2010.03.006. Epub 2010 May 31.,Perrin EM,Acad Pediatr,2010,2010/06/18,PMC2897945,NIHMS191572,10.1016/j.acap.2010.03.006
267,12358317,Coloured overlays and their effects on reading speed: a review,Wilkins A.,Ophthalmic Physiol Opt. 2002 Sep;22(5):448-54. doi: 10.1046/j.1475-1313.2002.00079.x.,Wilkins A,Ophthalmic Physiol Opt,2002,2002/10/03,,,10.1046/j.1475-1313.2002.00079.x
268,12601559,The Strengths and Difficulties Questionnaire: a pilot study of a new computer version of the self-report scale,"Truman J, Robinson K, Evans AL, Smith D, Cunningham L, Millward R, Minnis H.",Eur Child Adolesc Psychiatry. 2003 Jan;12(1):9-14. doi: 10.1007/s00787-003-0303-9.,Truman J,Eur Child Adolesc Psychiatry,2003,2003/02/26,,,10.1007/s00787-003-0303-9
269,1085133,Administration of antirheumatic drugs,"Wright V, Hopkins R.",Ann Rheum Dis. 1976 Apr;35(2):174-6. doi: 10.1136/ard.35.2.174.,Wright V,Ann Rheum Dis,1976,1976/04/01,PMC1006533,,10.1136/ard.35.2.174
270,17613535,Clinical assessment of infant colour at delivery,"O'Donnell CP, Kamlin CO, Davis PG, Carlin JB, Morley CJ.",Arch Dis Child Fetal Neonatal Ed. 2007 Nov;92(6):F465-7. doi: 10.1136/adc.2007.120634. Epub 2007 Jul 5.,O'Donnell CP,Arch Dis Child Fetal Neonatal Ed,2007,2007/07/07,PMC2675394,,10.1136/adc.2007.120634
271,1509060,Appendicitis in children: color Doppler sonography,"Quillin SP, Siegel MJ.",Radiology. 1992 Sep;184(3):745-7. doi: 10.1148/radiology.184.3.1509060.,Quillin SP,Radiology,1992,1992/09/01,,,10.1148/radiology.184.3.1509060
272,38411217,Examining the benefits of extended patch test series in children: a comprehensive analysis,"Andre N, Usher A, Ofri M, Kilimnik V, Horev A.",Int J Dermatol. 2024 Sep;63(9):1200-1204. doi: 10.1111/ijd.17103. Epub 2024 Feb 27.,Andre N,Int J Dermatol,2024,2024/02/27,,,10.1111/ijd.17103
273,26763866,Heterochromia of the Hair and Eyelashes with Blaschkoid Dyspigmentation,"Dumitrascu CI, Hoss E, Hogeling M.",Pediatr Dermatol. 2016 Mar-Apr;33(2):e121-2. doi: 10.1111/pde.12738. Epub 2016 Jan 14.,Dumitrascu CI,Pediatr Dermatol,2016,2016/01/15,,,10.1111/pde.12738
274,16203263,Community-based participatory research: lessons learned from the Centers for Children's Environmental Health and Disease Prevention Research,"Israel BA, Parker EA, Rowe Z, Salvatore A, Minkler M, López J, Butz A, Mosley A, Coates L, Lambert G, Potito PA, Brenner B, Rivera M, Romero H, Thompson B, Coronado G, Halstead S.",Environ Health Perspect. 2005 Oct;113(10):1463-71. doi: 10.1289/ehp.7675.,Israel BA,Environ Health Perspect,2005,2005/10/06,PMC1281296,,10.1289/ehp.7675
275,30399064,Implementing the 2016 American Academy of Pediatrics Guideline on Brief Resolved Unexplained Events: The Parent's Perspective,"Brand DA, Mock A, Cohn E, Krilov LR.",Pediatr Emerg Care. 2021 May 1;37(5):e243-e248. doi: 10.1097/PEC.0000000000001659.,Brand DA,Pediatr Emerg Care,2021,2018/11/07,,,10.1097/PEC.0000000000001659
276,19679524,Color-coding improves parental understanding of body mass index charting,"Oettinger MD, Finkle JP, Esserman D, Whitehead L, Spain TK, Pattishall SR, Rothman RL, Perrin EM.",Acad Pediatr. 2009 Sep-Oct;9(5):330-8. doi: 10.1016/j.acap.2009.05.028. Epub 2009 Aug 13.,Oettinger MD,Acad Pediatr,2009,2009/08/15,PMC2746871,NIHMS123664,10.1016/j.acap.2009.05.028
277,9551370,Teaching pediatric and adolescent gynecology: a pilot study at one institution,"Muram D, Jones CE, Hostetler BR, Crisler CL.",J Pediatr Adolesc Gynecol. 1996 Feb;9(1):12-5. doi: 10.1016/s1083-3188(96)70004-9.,Muram D,J Pediatr Adolesc Gynecol,1996,1996/02/01,,,10.1016/s1083-3188(96)70004-9
278,9473962,Predictive value of conjunctival pallor in the diagnosis of anaemia,Ekunwe EO.,West Afr J Med. 1997 Oct-Dec;16(4):246-50.,Ekunwe EO,West Afr J Med,1997,1998/02/25,,,
279,11100429,Spectrophotometric evaluation of the colour of intra- and subcutaneous bruises,"Bohnert M, Baumgartner R, Pollak S.",Int J Legal Med. 2000;113(6):343-8. doi: 10.1007/s004149900107.,Bohnert M,Int J Legal Med,2000,2000/12/02,,,10.1007/s004149900107
280,14507792,Is it possible to diagnose acute otitis media accurately in primary health care?,"Blomgren K, Pitkäranta A.",Fam Pract. 2003 Oct;20(5):524-7. doi: 10.1093/fampra/cmg505.,Blomgren K,Fam Pract,2003,2003/09/26,,,10.1093/fampra/cmg505
281,33899141,Current assessment of parental and health professional perception of the colour of neonatal vomiting: Results of a scoping survey,"Chang A, Sivasubramaniam M, Souchon A, Pacilli M, Nataraja RM.",Pediatr Surg Int. 2021 Sep;37(9):1243-1250. doi: 10.1007/s00383-021-04908-z. Epub 2021 Apr 25.,Chang A,Pediatr Surg Int,2021,2021/04/26,,,10.1007/s00383-021-04908-z
282,30178611,Yellowish-orange plaques and slack skin in a Chinese boy,"Zhang J, Liang J, Yu H, Yao Z.",Australas J Dermatol. 2019 Feb;60(1):e65-e67. doi: 10.1111/ajd.12863. Epub 2018 Sep 3.,Zhang J,Australas J Dermatol,2019,2018/09/05,,,10.1111/ajd.12863
283,14980089,Evaluation of video-otoscopes suitable for tele-otology,"Mbao MN, Eikelboom RH, Atlas MD, Gallop MA.",Telemed J E Health. 2003 Winter;9(4):325-30. doi: 10.1089/153056203772744644.,Mbao MN,Telemed J E Health,2003,2004/02/26,,,10.1089/153056203772744644
284,37837462,Comparison of trace image colors for kids-book with two active distractions in reducing pain and fear of children during the venipuncture procedure,"Suleman SK, Yahya NB, Nilsson S, Enskär K.",Eur J Pediatr. 2024 Jan;183(1):113-122. doi: 10.1007/s00431-023-05271-y. Epub 2023 Oct 14.,Suleman SK,Eur J Pediatr,2024,2023/10/14,PMC10857977,,10.1007/s00431-023-05271-y
285,7577074,The Tygerberg Hospital Children's Tumour Registry 1983-1993,"Hesseling PB, Wessels G, van Riet FA.",Eur J Cancer. 1995;31A(9):1471-5. doi: 10.1016/0959-8049(95)00289-u.,Hesseling PB,Eur J Cancer,1995,1995/01/01,,,10.1016/0959-8049(95)00289-u
286,38216682,European Society of Pediatric Radiology survey of perioperative imaging in pediatric liver transplantation: (2) intraoperative imaging,"Herrmann J, Petit P, Franchi-Abella S, Verhagen MV, McGuirk SP, Dammann E, Bokkers RPH, Clapuyt PRM, Deganello A, Tandoi F, de Ville de Goyet J, Hebelka H, de Lange C, Lozach C, Marra P, Mirza D, Kaliciński P, Patsch JM, Perucca G, Tsiflikas I, Renz DM, Schweiger B, Spada M, Toso S, Viremouneix L, Woodley H, Fischer L, Ording-Müller LS, Brinkert F.",Pediatr Radiol. 2024 Feb;54(2):269-275. doi: 10.1007/s00247-023-05840-1. Epub 2024 Jan 13.,Herrmann J,Pediatr Radiol,2024,2024/01/12,PMC10830587,,10.1007/s00247-023-05840-1
287,25806840,Red chromonychia in Kawasaki disease,"George AP, Gaby CE, Broughton RA.",Pediatr Infect Dis J. 2015 Jun;34(6):675-6. doi: 10.1097/INF.0000000000000689.,George AP,Pediatr Infect Dis J,2015,2015/03/26,,,10.1097/INF.0000000000000689
288,30455787,Pathology of lymph node tuberculosis in Yaounde: diagnostic agreement based on the Kappa coefficient,"Nkodo JMM, Ateba R, Pambe CJN, Okono ACK, Oyono JLE.",Pan Afr Med J. 2018 Jun 22;30:158. doi: 10.11604/pamj.2018.30.158.14982. eCollection 2018.,Nkodo JMM,Pan Afr Med J,2018,2018/11/21,PMC6235497,,10.11604/pamj.2018.30.158.14982
289,19920446,Color coded medication safety system reduces community pediatric emergency nursing medication errors,"Feleke R, Kalynych CJ, Lundblom B, Wears R, Luten R, Kling D.",J Patient Saf. 2009 Jun;5(2):79-85. doi: 10.1097/PTS.0b013e3181a647ab.,Feleke R,J Patient Saf,2009,2009/11/19,,,10.1097/PTS.0b013e3181a647ab
290,23691949,Evaluating the masticatory function after mandibulectomy with colour-changing chewing gum,"Shibuya Y, Ishida S, Hasegawa T, Kobayashi M, Nibu K, Komori T.",J Oral Rehabil. 2013 Jul;40(7):484-90. doi: 10.1111/joor.12066. Epub 2013 May 22.,Shibuya Y,J Oral Rehabil,2013,2013/05/23,,,10.1111/joor.12066
291,21136071,Which is the preferred image modality for paediatricians when assessing photographs of bruises in children?,"Lawson Z, Nuttall D, Young S, Evans S, Maguire S, Dunstan F, Kemp AM.",Int J Legal Med. 2011 Nov;125(6):825-30. doi: 10.1007/s00414-010-0532-7. Epub 2010 Dec 7.,Lawson Z,Int J Legal Med,2011,2010/12/08,,,10.1007/s00414-010-0532-7
292,29608509,"Comparison of the psychometric properties of 3 pain scales used in the pediatric emergency department: Visual Analogue Scale, Faces Pain Scale-Revised, and Colour Analogue Scale","Le May S, Ballard A, Khadra C, Gouin S, Plint AC, Villeneuve E, Mâsse B, Tsze DS, Neto G, Drendel AL, Auclair MC, McGrath PJ, Ali S.",Pain. 2018 Aug;159(8):1508-1517. doi: 10.1097/j.pain.0000000000001236.,Le May S,Pain,2018,2018/04/03,,,10.1097/j.pain.0000000000001236
293,27084054,Efficacy of a Standardized Computer-Based Training Curriculum to Teach Echocardiographic Identification of Rheumatic Heart Disease to Nonexpert Users,"Beaton A, Nascimento BR, Diamantino AC, Pereira GT, Lopes EL, Miri CO, Bruno KK, Chequer G, Ferreira CG, Lafeta LC, Richards H, Perlman L, Webb CL, Ribeiro AL, Sable C, Nunes Mdo C.",Am J Cardiol. 2016 Jun 1;117(11):1783-9. doi: 10.1016/j.amjcard.2016.03.006. Epub 2016 Mar 18.,Beaton A,Am J Cardiol,2016,2016/04/17,,,10.1016/j.amjcard.2016.03.006
294,26830341,Screening for rheumatic heart disease: quality and agreement of focused cardiac ultrasound by briefly trained health workers,"Engelman D, Kado JH, Reményi B, Colquhoun SM, Carapetis JR, Wilson NJ, Donath S, Steer AC.",BMC Cardiovasc Disord. 2016 Feb 1;16:30. doi: 10.1186/s12872-016-0205-7.,Engelman D,BMC Cardiovasc Disord,2016,2016/02/03,PMC4736281,,10.1186/s12872-016-0205-7
295,32221317,"Choroidal thickness estimation from colour fundus photographs by adaptive binarisation and deep learning, according to central serous chorioretinopathy status","Komuku Y, Ide A, Fukuyama H, Masumoto H, Tabuchi H, Okadome T, Gomi F.",Sci Rep. 2020 Mar 27;10(1):5640. doi: 10.1038/s41598-020-62347-7.,Komuku Y,Sci Rep,2020,2020/03/30,PMC7101421,,10.1038/s41598-020-62347-7
296,21375891,Which early 'red flag' symptoms identify children with meningococcal disease in primary care?,"Haj-Hassan TA, Thompson MJ, Mayon-White RT, Ninis N, Harnden A, Smith LF, Perera R, Mant DC.",Br J Gen Pract. 2011 Mar;61(584):e97-104. doi: 10.3399/bjgp11X561131.,Haj-Hassan TA,Br J Gen Pract,2011,2011/03/08,PMC3047346,,10.3399/bjgp11X561131
297,24457496,Respiratory diseases in pediatric triage: a comparison between a general emergency department and a pediatric emergency department,"Tromba V, Moretti M, Massaccesi V, Peparini I, Pistoletti C, Salerno V.",Pediatr Emerg Care. 2014 Feb;30(2):81-3. doi: 10.1097/PEC.0000000000000075.,Tromba V,Pediatr Emerg Care,2014,2014/01/25,,,10.1097/PEC.0000000000000075
298,18053053,The evaluation of relevant factors influencing skin graft changes in color over time,"Kim JS, Park SW, Choi TH, Kim NG, Lee KS, Kim JR, Lee SI, Kang D, Han KH, Son DG, Kim JH.",Dermatol Surg. 2008 Jan;34(1):32-9. doi: 10.1111/j.1524-4725.2007.34005.x. Epub 2007 Dec 5.,Kim JS,Dermatol Surg,2008,2007/12/07,,,10.1111/j.1524-4725.2007.34005.x
299,12488833,Evaluation of a Capno-Flo resuscitator during transport of critically ill children,"Bhende MS, Allen WD Jr.",Pediatr Emerg Care. 2002 Dec;18(6):414-6. doi: 10.1097/00006565-200212000-00003.,Bhende MS,Pediatr Emerg Care,2002,2002/12/19,,,10.1097/00006565-200212000-00003
300,19224791,Methemoglobinemia related to local anesthetics: a summary of 242 episodes,Guay J.,Anesth Analg. 2009 Mar;108(3):837-45. doi: 10.1213/ane.0b013e318187c4b1.,Guay J,Anesth Analg,2009,2009/02/20,,,10.1213/ane.0b013e318187c4b1
301,31120141,Final congenital melanocytic naevi colour is determined by normal skin colour and unaltered by superficial removal techniques: a longitudinal study,"Polubothu S, Kinsler VA.",Br J Dermatol. 2020 Mar;182(3):721-728. doi: 10.1111/bjd.18149. Epub 2019 Aug 7.,Polubothu S,Br J Dermatol,2020,2019/05/24,PMC7187277,,10.1111/bjd.18149
302,23823269,Modifications and integration of the electronic tracking board in a pediatric emergency department,"Dexheimer JW, Kennebeck S.",Pediatr Emerg Care. 2013 Jul;29(7):852-7. doi: 10.1097/PEC.0b013e31829ba7ef.,Dexheimer JW,Pediatr Emerg Care,2013,2013/07/05,,,10.1097/PEC.0b013e31829ba7ef
303,18274044,Reuniting children with their families during disasters: a proposed plan for greater success,"Chung S, Shannon M.",Am J Disaster Med. 2007 May-Jun;2(3):113-7.,Chung S,Am J Disaster Med,2007,2008/02/16,,,
304,30917801,"Consumption of foods containing prohibited artificial colors among middle-school children in Nay Pyi Taw union territory, Myanmar","Oo N, Saw YM, Aye HNN, Aung ZZ, Kyaw HN, Tun AM, Kariya T, Yamamoto E, Hamajima N.",BMC Public Health. 2019 Mar 27;19(1):344. doi: 10.1186/s12889-019-6669-5.,Oo N,BMC Public Health,2019,2019/03/29,PMC6437872,,10.1186/s12889-019-6669-5
305,38964439,Deliberate Practice as an Effective Method for Reducing Diagnostic Error in Identifying Burn and Bruise Injuries Suspicious for an Abusive Injury,"Lorenzo M, Cory E, Cho R, Pusic M, Fish J, Adelgais KM, Boutis K.",J Pediatr. 2024 Nov;274:114183. doi: 10.1016/j.jpeds.2024.114183. Epub 2024 Jul 2.,Lorenzo M,J Pediatr,2024,2024/07/04,,,10.1016/j.jpeds.2024.114183
306,15804789,A study of neonatal swimming (water therapy) applied in clinical obstetrics,"Zhao S, Xie L, Hu H, Xia J, Zhang W, Ye N, Chen B.",J Matern Fetal Neonatal Med. 2005 Jan;17(1):59-62. doi: 10.1080/14767050400028782.,Zhao S,J Matern Fetal Neonatal Med,2005,2005/04/05,,,10.1080/14767050400028782
307,30075501,Fasciocutaneous flap with perforating branches of peroneal artery repairing soft tissue loss in anterior and middle parts of children's feet: A STROBE-compliant article,"Xiao WA, Cao WL, Tian F, Tian LJ.",Medicine (Baltimore). 2018 Aug;97(31):e11351. doi: 10.1097/MD.0000000000011351.,Xiao WA,Medicine (Baltimore),2018,2018/08/05,PMC6081184,,10.1097/MD.0000000000011351
308,16364093,Clinical performance of resin-bonded composite strip crowns in primary incisors: a retrospective study,"Ram D, Fuks AB.",Int J Paediatr Dent. 2006 Jan;16(1):49-54. doi: 10.1111/j.1365-263X.2006.00680.x.,Ram D,Int J Paediatr Dent,2006,2005/12/21,,,10.1111/j.1365-263X.2006.00680.x
309,28393298,Double inversion recovery imaging of the brain: deriving the most relevant sequence through real images,"Motegi S, Shimada T, Hayashi N, Nagase H, Taketomi-Takahashi A, Tsushima Y.",Radiol Phys Technol. 2017 Sep;10(3):364-375. doi: 10.1007/s12194-017-0396-3. Epub 2017 Apr 9.,Motegi S,Radiol Phys Technol,2017,2017/04/11,,,10.1007/s12194-017-0396-3
310,7478863,Effects of color on children's naming of pictures,Johnson CJ.,Percept Mot Skills. 1995 Jun;80(3 Pt 2):1091-101. doi: 10.2466/pms.1995.80.3c.1091.,Johnson CJ,Percept Mot Skills,1995,1995/06/01,,,10.2466/pms.1995.80.3c.1091
311,16492959,The importance of colour,"Emmerson AJ, McGettrick A.",Arch Dis Child Fetal Neonatal Ed. 2006 Mar;91(2):F154. doi: 10.1136/adc.2005.078063.,Emmerson AJ,Arch Dis Child Fetal Neonatal Ed,2006,2006/02/24,PMC2672678,,10.1136/adc.2005.078063
312,35184153,Comment on: 'What colour are your eyes? Teaching the genetics of eye colour & colour vision. Edridge Green Lecture RCOphth Annual Congress Glasgow May 2019',"Machluf Y, Chaiter Y, Allon G, Mezer E.",Eye (Lond). 2022 Jun;36(6):1144. doi: 10.1038/s41433-022-01975-x. Epub 2022 Feb 19.,Machluf Y,Eye (Lond),2022,2022/02/20,PMC9151916,,10.1038/s41433-022-01975-x
313,12613305,Restorative material for children's teeth: preferences of parents and children,"Peretz B, Ram D.","ASDC J Dent Child. 2002 Sep-Dec;69(3):243-8, 233.",Peretz B,ASDC J Dent Child,2002,2003/03/05,,,
314,10784217,"Evaluation of an ambu-bag valve with a self-contained, colorimetric end-tidal CO2 system in the detection of airway mishaps: an animal trial","Gonzalez del Rey JA, Poirier MP, Digiulio GA.",Pediatr Emerg Care. 2000 Apr;16(2):121-3. doi: 10.1097/00006565-200004000-00015.,Gonzalez del Rey JA,Pediatr Emerg Care,2000,2000/04/28,,,10.1097/00006565-200004000-00015
315,38618831,Public-Private Partnerships in Mexico: Implications of Engaging With the Food and Beverage Industry for Public Health Nutrition,"Carriedo A, Ojeda E, Crosbie E, Mialon M.",Int J Health Policy Manag. 2024;13:8008. doi: 10.34172/ijhpm.2024.8008. Epub 2024 Feb 27.,Carriedo A,Int J Health Policy Manag,2024,2024/04/15,PMC11016274,,10.34172/ijhpm.2024.8008
